,open_time,,open,high,low,close,volume,close time,Quote asset volume,Number of trades,oth,null,other,market_name
181,1.57231E+12,2019/10/29,0.0413,0.0537,0.0371,0.0447,654562.69,1.57239E+12,28841.15032,7398,3619,,0,VDUSDT
182,1.57239E+12,2019/10/30,0.0447,0.0553,0.0424,0.0433,233027.76,1.57248E+12,10219.32801,2606,1344,,0,VDUSDT
183,1.57248E+12,2019/10/31,0.0435,0.0435,0.0373,0.043,460005.59,1.57257E+12,18921.71729,5031,2555,,0,VDUSDT
184,1.57257E+12,2019/11/1,0.043,0.0434,0.0371,0.0428,713060.04,1.57265E+12,29266.98962,8073,4081,,0,VDUSDT
185,1.57265E+12,2019/11/2,0.0428,0.059,0.0372,0.0565,656503.67,1.57274E+12,29621.25844,7464,3785,,0,VDUSDT
186,1.57274E+12,2019/11/3,0.0558,0.0589,0.0372,0.0578,728936.01,1.57283E+12,37572.70295,8137,4018,,0,VDUSDT
187,1.57283E+12,2019/11/4,0.0581,0.0589,0.0373,0.057,746164.87,1.57291E+12,38831.94344,8371,4126,,0,VDUSDT
188,1.57291E+12,2019/11/5,0.0558,0.0588,0.0373,0.0542,754667.24,1.573E+12,39413.1625,8443,4182,,0,VDUSDT
189,1.573E+12,2019/11/6,0.0542,0.0589,0.0372,0.0469,702759.66,1.57308E+12,35442.55652,7815,3896,,0,VDUSDT
190,1.57308E+12,2019/11/7,0.0439,0.0554,0.0373,0.0426,720424.5,1.57317E+12,31357.28698,7964,4040,,0,VDUSDT
191,1.57317E+12,2019/11/8,0.0426,0.0751,0.037,0.0689,743665.2158,1.57326E+12,40657.40279,8099,4060,,0,VDUSDT
192,1.57326E+12,2019/11/9,0.0689,0.0692,0.0374,0.0475,751326.92,1.57334E+12,38023.07732,8371,4183,,0,VDUSDT
193,1.57334E+12,2019/11/10,0.0476,0.0675,0.0441,0.0522,729805.85,1.57343E+12,41109.58939,8324,4092,,0,VDUSDT
194,1.57343E+12,2019/11/11,0.056,0.0675,0.016,0.0409,730471.69,1.57352E+12,41995.62941,8131,4101,,0,VDUSDT
195,1.57352E+12,2019/11/12,0.0417,0.0695,0.0383,0.0649,711550.89,1.5736E+12,42164.97901,8077,3956,,0,VDUSDT
196,1.5736E+12,2019/11/13,0.0649,0.0694,0.0402,0.0503,322361.02,1.57369E+12,18002.5832,3687,1885,,0,VDUSDT
197,1.57369E+12,2019/11/14,0.0496,0.0694,0.0411,0.0627,601206.28,1.57378E+12,36678.01475,6872,3430,,0,VDUSDT
198,1.57378E+12,2019/11/15,0.0627,0.0664,0.0401,0.0612,712687.57,1.57386E+12,40389.44243,8130,4141,,0,VDUSDT
199,1.57386E+12,2019/11/16,0.0612,0.0664,0.0386,0.0512,756550.28,1.57395E+12,43280.42632,8398,4263,,0,VDUSDT
200,1.57395E+12,2019/11/17,0.0515,0.0695,0.0383,0.0498,742660.73,1.57404E+12,41165.68638,8400,4263,,0,VDUSDT
201,1.57404E+12,2019/11/18,0.0498,0.0523,0.0382,0.0455,733861.37,1.57412E+12,34685.97212,8348,4186,,0,VDUSDT
202,1.57412E+12,2019/11/19,0.0455,0.0694,0.0382,0.0552,728029.75,1.57421E+12,38901.49607,8161,4013,,0,VDUSDT
203,1.57421E+12,2019/11/20,0.0552,0.0638,0.0386,0.054,727420.18,1.57429E+12,39899.92217,8155,4020,,0,VDUSDT
204,1.57429E+12,2019/11/21,0.054,0.0694,0.0384,0.0473,733458.14,1.57438E+12,40355.05043,8136,4058,,0,VDUSDT
205,1.57438E+12,2019/11/22,0.0473,0.0694,0.0362,0.0378,709061.3,1.57447E+12,40427.70743,7983,4022,,0,VDUSDT
206,1.57447E+12,2019/11/23,0.0378,0.0692,0.0352,0.0629,633726.97,1.57455E+12,36483.96599,7353,3717,,0,VDUSDT
207,1.57455E+12,2019/11/24,0.0629,0.0676,0.0365,0.0537,674616.37,1.57464E+12,37603.68757,7694,3901,,0,VDUSDT
208,1.57464E+12,2019/11/25,0.0547,0.0559,0.0356,0.0473,665646.93,1.57473E+12,30750.49979,7643,3842,,0,VDUSDT
209,1.57473E+12,2019/11/26,0.0473,0.0519,0.0374,0.0475,690372.48,1.57481E+12,32088.89247,7596,3765,,0,VDUSDT
210,1.57481E+12,2019/11/27,0.0474,0.05,0.035,0.0438,709496.65,1.5749E+12,30592.06573,7830,3934,,0,VDUSDT
211,1.5749E+12,2019/11/28,0.0438,0.0479,0.01,0.0392,672044.51,1.57499E+12,28186.41303,7859,3873,,0,VDUSDT
212,1.57499E+12,2019/11/29,0.0392,0.0519,0.0353,0.0493,617516.32,1.57507E+12,27648.27685,7079,3517,,0,VDUSDT
213,1.57507E+12,2019/11/30,0.0493,0.0519,0.0358,0.0441,634459.91,1.57516E+12,29423.74715,7295,3613,,0,VDUSDT
214,1.57516E+12,2019/12/1,0.0438,0.0509,0.0358,0.0452,640790.18,1.57524E+12,28133.18759,7301,3630,,0,VDUSDT
215,1.57524E+12,2019/12/2,0.0435,0.0556,0.035,0.0485,674967.19,1.57533E+12,29836.57493,7663,3844,,0,VDUSDT
