,open_time,,open,high,low,close,volume,close time,Quote asset volume,Number of trades,oth,null,other,market_name
157,1.58363E+12,2020/3/8,7.60E-07,9.90E-07,6.10E-07,6.60E-07,4916429,1.58371E+12,4.0948515,5969,2926,,0,GCZBTC
158,1.58371E+12,2020/3/9,6.60E-07,9.70E-07,6.10E-07,9.20E-07,1742062,1.5838E+12,1.37682051,2191,1101,,0,GCZBTC
159,1.58388E+12,2020/3/11,5.80E-07,9.90E-07,5.80E-07,8.40E-07,4792290,1.58397E+12,3.56164793,6060,3058,,0,GCZBTC
160,1.58397E+12,2020/3/12,8.20E-07,9.90E-07,5.80E-07,8.40E-07,8019870,1.58406E+12,6.14073281,9921,4994,,0,GCZBTC
161,1.58406E+12,2020/3/13,7.70E-07,9.90E-07,5.80E-07,9.50E-07,7557153,1.58414E+12,5.82505271,9434,4705,,0,GCZBTC
162,1.58414E+12,2020/3/14,9.30E-07,9.90E-07,5.80E-07,9.50E-07,7948690,1.58423E+12,6.33050047,9824,4934,,0,GCZBTC
163,1.58423E+12,2020/3/15,9.50E-07,9.90E-07,5.80E-07,7.80E-07,7945120,1.58432E+12,6.33405728,9700,4787,,0,GCZBTC
164,1.58432E+12,2020/3/16,8.10E-07,9.90E-07,5.80E-07,9.20E-07,8049405,1.5844E+12,6.32265692,10025,4917,,0,GCZBTC
165,1.5844E+12,2020/3/17,9.00E-07,9.90E-07,5.80E-07,7.40E-07,8258989,1.58449E+12,6.66879274,10112,5075,,0,GCZBTC
166,1.58449E+12,2020/3/18,8.50E-07,9.90E-07,5.80E-07,6.10E-07,8107604,1.58458E+12,6.72619347,10245,5128,,0,GCZBTC
167,1.58458E+12,2020/3/19,6.30E-07,9.90E-07,5.80E-07,7.60E-07,8032638,1.58466E+12,6.46067504,10016,5008,,0,GCZBTC
168,1.58466E+12,2020/3/20,7.40E-07,9.90E-07,5.80E-07,9.70E-07,8619271,1.58475E+12,7.11835423,10689,5304,,0,GCZBTC
169,1.58475E+12,2020/3/21,9.70E-07,9.90E-07,5.80E-07,7.90E-07,9525593,1.58484E+12,7.69771515,11964,5978,,0,GCZBTC
170,1.58484E+12,2020/3/22,7.90E-07,9.90E-07,5.80E-07,7.50E-07,9630067,1.58492E+12,7.55371615,11991,5984,,0,GCZBTC
171,1.58492E+12,2020/3/23,7.30E-07,9.90E-07,5.80E-07,7.00E-07,9486741,1.58501E+12,7.20828159,11795,5828,,0,GCZBTC
172,1.58501E+12,2020/3/24,7.30E-07,9.90E-07,5.80E-07,7.70E-07,9411630,1.58509E+12,7.68918436,11701,5846,,0,GCZBTC
173,1.58509E+12,2020/3/25,7.70E-07,9.90E-07,5.80E-07,9.20E-07,9440341,1.58518E+12,7.25086235,11814,5874,,0,GCZBTC
