,time,,open,close,high,low,volume,market_name,
251,1.58501E+12,2020/3/24,0.034989,0.034475,0.035,0.033024,374674.8628,UOSUSD,5.854578959
252,1.58509E+12,2020/3/25,0.034163,0.034763,0.035048,0.03348,686542.9804,UOSUSD,6.071490709
253,1.58518E+12,2020/3/26,0.034877,0.035199,0.035584,0.033853,300869.0894,UOSUSD,5.750814465
254,1.58527E+12,2020/3/27,0.035201,0.034111,0.035505,0.033588,291888.4496,UOSUSD,5.743019936
255,1.58535E+12,2020/3/28,0.034111,0.033911,0.035255,0.03257,324793.3975,UOSUSD,5.773505887
256,1.58544E+12,2020/3/29,0.033989,0.032002,0.034889,0.032,434377.3164,UOSUSD,5.908278257
257,1.58553E+12,2020/3/30,0.032479,0.03652,0.0376,0.0321,391426.3613,UOSUSD,5.930243872
258,1.58561E+12,2020/3/31,0.036268,0.036411,0.036958,0.03555,143546.9503,UOSUSD,5.237352017
259,1.5857E+12,2020/4/1,0.036411,0.036645,0.037447,0.033064,230402.4466,UOSUSD,5.726569683
260,1.58579E+12,2020/4/2,0.0376,0.038244,0.039403,0.036838,181378.4657,UOSUSD,5.554176614
261,1.58587E+12,2020/4/3,0.03918,0.0402,0.040787,0.039011,266187.2057,UOSUSD,5.689689774
262,1.58596E+12,2020/4/4,0.040314,0.04137,0.042035,0.040314,174241.2534,UOSUSD,5.561006893
263,1.58604E+12,2020/4/5,0.041252,0.042707,0.04375,0.040961,181210.6718,UOSUSD,5.587151569
264,1.58613E+12,2020/4/6,0.043121,0.043499,0.043499,0.040895,161701.6418,UOSUSD,5.475409971
265,1.58622E+12,2020/4/7,0.043499,0.043684,0.0451,0.04053,550287.7656,UOSUSD,5.922915514
266,1.5863E+12,2020/4/8,0.044086,0.044788,0.045099,0.041149,144045.2017,UOSUSD,5.260090524
267,1.58639E+12,2020/4/9,0.044798,0.042332,0.04571,0.04053,523302.8288,UOSUSD,6.014297621
268,1.58648E+12,2020/4/10,0.042391,0.036003,0.045713,0.0351,714716.1671,UOSUSD,6.061450006
269,1.58656E+12,2020/4/11,0.03993,0.037767,0.04,0.036,355690.1351,UOSUSD,5.705884589
270,1.58665E+12,2020/4/12,0.037825,0.038693,0.0399,0.036761,330801.7752,UOSUSD,5.779664131
271,1.58674E+12,2020/4/13,0.036916,0.037565,0.039703,0.036,314819.9912,UOSUSD,5.712454369
272,1.58682E+12,2020/4/14,0.038423,0.041003,0.042043,0.0378,146629.62,UOSUSD,5.656120378
273,1.58691E+12,2020/4/15,0.040975,0.042876,0.0449,0.04,160916.6298,UOSUSD,5.904220668
274,1.587E+12,2020/4/16,0.042236,0.044081,0.0449,0.0408,165950.0079,UOSUSD,5.6833867
275,1.58708E+12,2020/4/17,0.0449,0.043173,0.0449,0.041844,311917.313,UOSUSD,5.757090591
276,1.58717E+12,2020/4/18,0.043173,0.0419,0.044041,0.04189,156287.0822,UOSUSD,5.636489366
277,1.58725E+12,2020/4/19,0.041912,0.0449,0.0449,0.040958,176469.8569,UOSUSD,5.602672333
278,1.58734E+12,2020/4/20,0.0449,0.042658,0.047319,0.0415,296612.5833,UOSUSD,5.729859405
279,1.58743E+12,2020/4/21,0.043919,0.042554,0.044234,0.0391,750618.6318,UOSUSD,6.032824499
280,1.58751E+12,2020/4/22,0.042524,0.041721,0.0446,0.039276,511629.5024,UOSUSD,6.016131038
281,1.5876E+12,2020/4/23,0.041721,0.040102,0.04265,0.038579,1123297.906,UOSUSD,6.266867765
282,1.58769E+12,2020/4/24,0.04027,0.040723,0.042581,0.039648,1004311.684,UOSUSD,6.222543121
283,1.58777E+12,2020/4/25,0.041135,0.041871,0.043956,0.039905,378989.1988,UOSUSD,5.894163143
284,1.58786E+12,2020/4/26,0.041915,0.0461,0.0461,0.041418,248081.6133,UOSUSD,5.897266193
285,1.58795E+12,2020/4/27,0.045006,0.045863,0.046379,0.043081,181324.3186,UOSUSD,5.657626642
286,1.58803E+12,2020/4/28,0.045842,0.046001,0.0465,0.043,296851.3165,UOSUSD,5.855382047
287,1.58812E+12,2020/4/29,0.045752,0.049204,0.049204,0.041508,911550.5138,UOSUSD,6.339487874
288,1.5882E+12,2020/4/30,0.0499,0.047827,0.051015,0.043843,931800.3314,UOSUSD,6.285170293
289,1.58829E+12,2020/5/1,0.047474,0.046244,0.048587,0.0445,246203.5781,UOSUSD,5.756148021
290,1.58838E+12,2020/5/2,0.046331,0.046702,0.0485,0.044813,155361.3463,UOSUSD,5.545402462
291,1.58846E+12,2020/5/3,0.047888,0.0485,0.0485,0.045118,231675.2533,UOSUSD,5.855720887
292,1.58855E+12,2020/5/4,0.047385,0.04333,0.047385,0.040301,668161.3743,UOSUSD,5.995028018
293,1.58864E+12,2020/5/5,0.043163,0.046411,0.05,0.040058,981340.0549,UOSUSD,6.255964297
294,1.58872E+12,2020/5/6,0.04556,0.042711,0.04556,0.0407,610934.1153,UOSUSD,5.974913235
295,1.58881E+12,2020/5/7,0.042805,0.043703,0.044863,0.0423,148089.083,UOSUSD,5.5665891
296,1.5889E+12,2020/5/8,0.043737,0.041377,0.04463,0.0403,261900.033,UOSUSD,5.727884319
297,1.58898E+12,2020/5/9,0.0403,0.04005,0.043394,0.04005,296441.7616,UOSUSD,5.693816476
298,1.58907E+12,2020/5/10,0.04006,0.039906,0.044136,0.0386,363047.1393,UOSUSD,5.884377378
299,1.58916E+12,2020/5/11,0.040196,0.03825,0.04063,0.037841,179425.544,UOSUSD,5.742125495
300,1.58924E+12,2020/5/12,0.038924,0.041029,0.041029,0.037841,207271.6029,UOSUSD,5.700268884
301,1.58933E+12,2020/5/13,0.040844,0.037228,0.040844,0.036516,513362.6537,UOSUSD,5.950915343
302,1.58941E+12,2020/5/14,0.038053,0.03978,0.03978,0.037704,558250.4041,UOSUSD,6.007064872
303,1.5895E+12,2020/5/15,0.03914,0.040631,0.040799,0.037811,244086.807,UOSUSD,5.636946076
304,1.58959E+12,2020/5/16,0.040613,0.038287,0.041111,0.0378,423960.2062,UOSUSD,5.96495785
305,1.58967E+12,2020/5/17,0.038246,0.03851,0.040366,0.038246,191202.8383,UOSUSD,5.598856286
306,1.58976E+12,2020/5/18,0.03882,0.03909,0.039945,0.038,199413.8342,UOSUSD,5.743498287
307,1.58985E+12,2020/5/19,0.03853,0.040001,0.04077,0.038521,303594.3791,UOSUSD,5.869375582
308,1.58993E+12,2020/5/20,0.039728,0.03913,0.040086,0.03851,299208.8265,UOSUSD,5.796886848
309,1.59002E+12,2020/5/21,0.039061,0.037838,0.039729,0.036733,274205.6467,UOSUSD,5.770823453
310,1.59011E+12,2020/5/22,0.037507,0.040369,0.040369,0.037448,190421.6381,UOSUSD,5.623510031
311,1.59019E+12,2020/5/23,0.040338,0.039498,0.040996,0.038627,732739.6731,UOSUSD,6.165432735
312,1.59028E+12,2020/5/24,0.039414,0.039132,0.041111,0.0381,707454.9876,UOSUSD,6.07442322
313,1.59036E+12,2020/5/25,0.040384,0.041405,0.041405,0.039985,154919.6402,UOSUSD,5.662336487
314,1.59045E+12,2020/5/26,0.041405,0.042093,0.042268,0.040488,176746.0511,UOSUSD,5.647792
315,1.59054E+12,2020/5/27,0.042053,0.044593,0.044844,0.042042,478845.3742,UOSUSD,6.022085513
316,1.59062E+12,2020/5/28,0.044587,0.047025,0.047025,0.04437,494575.0097,UOSUSD,5.965294971
317,1.59071E+12,2020/5/29,0.04526,0.0479,0.050121,0.04526,431871.6959,UOSUSD,5.93478518
318,1.5908E+12,2020/5/30,0.04909,0.049198,0.050325,0.048743,263014.2877,UOSUSD,5.874942601
319,1.59088E+12,2020/5/31,0.048742,0.044,0.050026,0.044,537220.6091,UOSUSD,5.97267181
320,1.59097E+12,2020/6/1,0.044,0.045649,0.047956,0.044,531061.5616,UOSUSD,5.954561377
321,1.59106E+12,2020/6/2,0.045519,0.045236,0.047,0.0438,193964.8371,UOSUSD,5.626487115
322,1.59114E+12,2020/6/3,0.045032,0.044516,0.045434,0.0438,166628.8034,UOSUSD,5.59001674
323,1.59123E+12,2020/6/4,0.044305,0.0434,0.046109,0.043384,357303.6148,UOSUSD,5.935643028
324,1.59132E+12,2020/6/5,0.0434,0.043,0.045405,0.042585,254453.0097,UOSUSD,5.872347559
325,1.5914E+12,2020/6/6,0.042585,0.042081,0.04318,0.041544,233660.127,UOSUSD,5.6886425
326,1.59149E+12,2020/6/7,0.041855,0.04166,0.044182,0.041495,263578.5721,UOSUSD,5.768326251
327,1.59157E+12,2020/6/8,0.041933,0.042399,0.045164,0.041421,522908.6836,UOSUSD,6.048121221
328,1.59166E+12,2020/6/9,0.043388,0.043834,0.043834,0.041067,387784.5239,UOSUSD,5.97075277
329,1.59175E+12,2020/6/10,0.042296,0.043566,0.04382,0.041068,564415.9536,UOSUSD,6.011909843
330,1.59183E+12,2020/6/11,0.043181,0.043517,0.046046,0.0416,682001.41,UOSUSD,6.125094356
331,1.59192E+12,2020/6/12,0.043491,0.043373,0.046045,0.0425,360235.2512,UOSUSD,5.823148064
332,1.59201E+12,2020/6/13,0.043369,0.04232,0.045832,0.0415,593708.3045,UOSUSD,6.213166911
333,1.59209E+12,2020/6/14,0.04232,0.042,0.0432,0.040894,361228.0724,UOSUSD,5.972117744
334,1.59218E+12,2020/6/15,0.042,0.041312,0.043,0.040894,221286.7643,UOSUSD,5.736363446
335,1.59227E+12,2020/6/16,0.041616,0.041581,0.043817,0.0414,176122.4388,UOSUSD,5.535278825
336,1.59235E+12,2020/6/17,0.041567,0.043131,0.046299,0.041567,763548.7265,UOSUSD,6.056310824
337,1.59244E+12,2020/6/18,0.043131,0.042686,0.045,0.0419,528207.2841,UOSUSD,5.956055484
338,1.59252E+12,2020/6/19,0.043014,0.043211,0.04623,0.042923,314996.9542,UOSUSD,5.757243378
339,1.59261E+12,2020/6/20,0.04436,0.0436,0.0463,0.042891,577740.6224,UOSUSD,5.911885921
340,1.5927E+12,2020/6/21,0.0436,0.04305,0.043881,0.042105,144967.2814,UOSUSD,5.594498794
341,1.59278E+12,2020/6/22,0.043084,0.043834,0.044785,0.042205,341492.0931,UOSUSD,5.908188062
342,1.59287E+12,2020/6/23,0.043422,0.043991,0.044254,0.041306,505392.8789,UOSUSD,6.09805673
343,1.59296E+12,2020/6/24,0.04309,0.042253,0.043177,0.040895,538041.96,UOSUSD,5.927760178
344,1.59304E+12,2020/6/25,0.041761,0.040356,0.042421,0.04,605889.4972,UOSUSD,5.967910747
345,1.59313E+12,2020/6/26,0.0401,0.04105,0.042521,0.040001,100819.0455,UOSUSD,5.401601213
